1,34461A-LAN,2023-07-28_17:50:26,1.0000007500,23.46,55.35
2,HP3458A,2023-07-28_17:50:22,0.9999975506,23.47,55.12
3,34461A-LAN,2023-07-28_17:50:26,1.0000007500,23.46,55.35
4,HP3458A,2023-07-28_17:50:27,0.9999968068,23.46,55.35
5,34461A-LAN,2023-07-28_17:50:31,1.0000004300,23.49,55.11
6,HP3458A,2023-07-28_17:50:32,0.9999970557,23.49,54.90
7,34461A-LAN,2023-07-28_17:50:36,0.9999996990,23.5,54.31
8,HP3458A,2023-07-28_17:50:37,0.9999973808,23.5,54.31
9,34461A-LAN,2023-07-28_17:50:41,0.9999993900,23.5,54.14
10,HP3458A,2023-07-28_17:50:42,0.9999970967,23.5,54.14
11,34461A-LAN,2023-07-28_17:50:46,0.9999996030,23.49,53.83
12,HP3458A,2023-07-28_17:50:47,0.9999974291,23.49,53.83
13,34461A-LAN,2023-07-28_17:50:51,0.9999999520,23.49,53.64
14,HP3458A,2023-07-28_17:50:52,0.9999977161,23.49,53.64
15,34461A-LAN,2023-07-28_17:50:56,1.0000004600,23.46,53.64
16,HP3458A,2023-07-28_17:50:57,0.9999974877,23.47,53.62
17,34461A-LAN,2023-07-28_17:51:01,0.9999995440,23.46,54.03
18,HP3458A,2023-07-28_17:51:02,0.9999973134,23.46,54.03
19,34461A-LAN,2023-07-28_17:51:06,0.9999995550,23.49,54.17
20,HP3458A,2023-07-28_17:51:07,0.9999972021,23.49,54.17
21,34461A-LAN,2023-07-28_17:51:11,0.9999990340,23.49,54.00
22,HP3458A,2023-07-28_17:51:12,0.9999973529,23.49,54.00
23,34461A-LAN,2023-07-28_17:51:16,1.0000003500,23.47,53.54
24,HP3458A,2023-07-28_17:51:17,0.9999974862,23.47,53.54
25,34461A-LAN,2023-07-28_17:51:21,0.9999996570,23.44,54.06
26,HP3458A,2023-07-28_17:51:22,0.9999973690,23.44,54.06
27,34461A-LAN,2023-07-28_17:51:26,1.0000003200,23.46,54.50
28,HP3458A,2023-07-28_17:51:27,0.9999972197,23.46,54.50
29,34461A-LAN,2023-07-28_17:51:31,0.9999993150,23.44,54.25
30,HP3458A,2023-07-28_17:51:32,0.9999971597,23.44,54.25
31,34461A-LAN,2023-07-28_17:51:36,0.9999993700,23.43,54.22
32,HP3458A,2023-07-28_17:51:37,0.9999973749,23.43,54.22
33,34461A-LAN,2023-07-28_17:51:41,1.0000003800,23.41,54.01
34,HP3458A,2023-07-28_17:51:42,0.9999973427,23.41,54.01
35,34461A-LAN,2023-07-28_17:51:46,1.0000000500,23.43,53.93
36,HP3458A,2023-07-28_17:51:47,0.9999964524,23.43,53.93
37,34461A-LAN,2023-07-28_17:51:51,0.9999994620,23.41,54.35
38,HP3458A,2023-07-28_17:51:52,0.9999970850,23.41,54.35
39,34461A-LAN,2023-07-28_17:51:56,0.9999996340,23.43,55.14
40,HP3458A,2023-07-28_17:51:57,0.9999970191,23.43,55.14
41,34461A-LAN,2023-07-28_17:52:01,1.0000002700,23.43,55.48
42,HP3458A,2023-07-28_17:52:02,0.9999973266,23.43,55.48
43,34461A-LAN,2023-07-28_17:52:06,0.9999991690,23.44,55.38
44,HP3458A,2023-07-28_17:52:07,0.9999970352,23.44,55.38
45,34461A-LAN,2023-07-28_17:52:11,1.0000001100,23.41,54.72
46,HP3458A,2023-07-28_17:52:12,0.9999972929,23.41,54.72
47,34461A-LAN,2023-07-28_17:52:16,1.0000001200,23.43,54.69
48,HP3458A,2023-07-28_17:52:17,0.9999977337,23.43,54.69
49,34461A-LAN,2023-07-28_17:52:21,1.0000000000,23.44,54.54
50,HP3458A,2023-07-28_17:52:22,0.9999973837,23.44,54.54
51,34461A-LAN,2023-07-28_17:52:26,0.9999996820,23.41,54.34
52,HP3458A,2023-07-28_17:52:27,0.9999974101,23.41,54.34
53,34461A-LAN,2023-07-28_17:52:31,1.0000001000,23.4,54.37
54,HP3458A,2023-07-28_17:52:32,0.9999975594,23.4,54.37
55,34461A-LAN,2023-07-28_17:52:36,0.9999983780,23.41,54.44
56,HP3458A,2023-07-28_17:52:37,0.9999969517,23.41,54.44
57,34461A-LAN,2023-07-28_17:52:41,0.9999998890,23.43,54.75
58,HP3458A,2023-07-28_17:52:42,0.9999975726,23.43,54.75
59,34461A-LAN,2023-07-28_17:52:46,1.0000001700,23.46,54.99
60,HP3458A,2023-07-28_17:52:47,0.9999975345,23.46,54.99
61,34461A-LAN,2023-07-28_17:52:51,1.0000006100,23.46,55.09
62,HP3458A,2023-07-28_17:52:52,0.9999978830,23.46,55.09
63,34461A-LAN,2023-07-28_17:52:56,0.9999998380,23.46,54.88
64,HP3458A,2023-07-28_17:52:57,0.9999973354,23.46,54.88
65,34461A-LAN,2023-07-28_17:53:01,1.0000001900,23.46,55.18
66,HP3458A,2023-07-28_17:53:02,0.9999971348,23.46,55.18
67,34461A-LAN,2023-07-28_17:53:06,1.0000000100,23.49,54.76
68,HP3458A,2023-07-28_17:53:07,0.9999976473,23.49,54.76
69,34461A-LAN,2023-07-28_17:53:11,0.9999998010,23.49,54.18
70,HP3458A,2023-07-28_17:53:12,0.9999966896,23.49,54.18
71,34461A-LAN,2023-07-28_17:53:16,0.9999994320,23.49,54.75
72,HP3458A,2023-07-28_17:53:17,0.9999970074,23.49,54.75
73,34461A-LAN,2023-07-28_17:53:21,0.9999997930,23.46,54.84
74,HP3458A,2023-07-28_17:53:22,0.9999972138,23.46,54.86
75,34461A-LAN,2023-07-28_17:53:26,1.0000000100,23.47,55.26
76,HP3458A,2023-07-28_17:53:27,0.9999971684,23.47,55.26
77,34461A-LAN,2023-07-28_17:53:31,0.9999993710,23.47,55.24
78,HP3458A,2023-07-28_17:53:32,0.9999971113,23.47,55.22
79,34461A-LAN,2023-07-28_17:53:36,0.9999996410,23.46,55.06
80,HP3458A,2023-07-28_17:53:37,0.9999971011,23.46,55.06
81,34461A-LAN,2023-07-28_17:53:41,0.9999991740,23.46,54.67
82,HP3458A,2023-07-28_17:53:42,0.9999968229,23.46,54.49
83,34461A-LAN,2023-07-28_17:53:46,0.9999998810,23.46,54.03
84,HP3458A,2023-07-28_17:53:47,0.9999973310,23.46,54.03
85,34461A-LAN,2023-07-28_17:53:51,1.0000004600,23.4,53.82
86,HP3458A,2023-07-28_17:53:52,0.9999977044,23.4,53.82
87,34461A-LAN,2023-07-28_17:53:56,0.9999993920,23.44,54.00
88,HP3458A,2023-07-28_17:53:57,0.9999970703,23.44,54.00
89,34461A-LAN,2023-07-28_17:54:01,1.0000000900,23.46,54.32
90,HP3458A,2023-07-28_17:54:02,0.9999973017,23.44,54.24
91,34461A-LAN,2023-07-28_17:54:06,0.9999986710,23.43,53.84
92,HP3458A,2023-07-28_17:54:07,0.9999970952,23.41,53.83
93,34461A-LAN,2023-07-28_17:54:11,0.9999995340,23.41,53.83
94,HP3458A,2023-07-28_17:54:12,0.9999971099,23.4,53.83
95,34461A-LAN,2023-07-28_17:54:16,1.0000005400,23.41,53.86
96,HP3458A,2023-07-28_17:54:17,0.9999969913,23.41,53.86
97,34461A-LAN,2023-07-28_17:54:21,0.9999999240,23.4,54.19
98,HP3458A,2023-07-28_17:54:22,0.9999972065,23.4,54.19
99,34461A-LAN,2023-07-28_17:54:26,1.0000004900,23.41,54.01
