1,34461A-LAN,2023-07-28_12:56:23,0.9999997960,24.13,58.27
2,HP3458A,2023-07-28_12:56:23,0.9999966091,24.13,58.27
3,34461A-LAN,2023-07-28_12:56:27,0.9999999620,24.13,58.26
4,HP3458A,2023-07-28_12:56:28,0.9999971479,24.12,58.26
5,34461A-LAN,2023-07-28_12:56:32,0.9999998900,24.12,58.35
6,HP3458A,2023-07-28_12:56:33,0.9999967145,24.13,58.34
7,34461A-LAN,2023-07-28_12:56:37,1.0000004300,24.13,58.39
8,HP3458A,2023-07-28_12:56:38,0.9999975521,24.13,58.43
9,34461A-LAN,2023-07-28_12:56:42,1.0000005300,24.11,58.41
10,HP3458A,2023-07-28_12:56:43,0.9999971626,24.09,58.40
11,34461A-LAN,2023-07-28_12:56:47,1.0000004400,24.13,58.36
12,HP3458A,2023-07-28_12:56:48,0.9999973529,24.11,58.43
13,34461A-LAN,2023-07-28_12:56:52,0.9999999350,24.11,58.43
14,HP3458A,2023-07-28_12:56:53,0.9999972944,24.12,58.41
15,34461A-LAN,2023-07-28_12:56:57,1.0000013600,24.13,58.41
16,HP3458A,2023-07-28_12:56:58,0.9999973896,24.12,58.37
17,34461A-LAN,2023-07-28_12:57:02,1.0000003800,24.13,58.35
18,HP3458A,2023-07-28_12:57:03,0.9999972929,24.13,58.33
19,34461A-LAN,2023-07-28_12:57:07,1.0000005700,24.12,58.22
20,HP3458A,2023-07-28_12:57:08,0.9999968829,24.13,58.16
21,34461A-LAN,2023-07-28_12:57:12,1.0000005100,24.11,58.10
22,HP3458A,2023-07-28_12:57:13,0.9999973383,24.12,58.12
23,34461A-LAN,2023-07-28_12:57:17,0.9999997160,24.11,58.14
24,HP3458A,2023-07-28_12:57:18,0.9999972080,24.09,58.15
25,34461A-LAN,2023-07-28_12:57:22,1.0000004400,24.05,58.16
26,HP3458A,2023-07-28_12:57:23,0.9999974598,24.07,58.17
27,34461A-LAN,2023-07-28_12:57:27,1.0000008600,24.07,58.22
28,HP3458A,2023-07-28_12:57:28,0.9999974364,24.08,58.18
29,34461A-LAN,2023-07-28_12:57:32,1.0000002800,24.05,58.18
30,HP3458A,2023-07-28_12:57:33,0.9999973939,24.07,58.18
31,34461A-LAN,2023-07-28_12:57:37,1.0000019900,24.04,58.22
32,HP3458A,2023-07-28_12:57:38,0.9999974042,24.02,58.27
1,HP3458A,2023-07-28_12:57:47,0.9999968053,24.01,58.21
2,34461A-LAN,2023-07-28_12:57:47,1.0000004400,24.01,58.21
3,34461A-LAN,2023-07-28_12:57:49,0.9999999620,24.04,58.15
4,HP3458A,2023-07-28_12:57:49,0.9999965769,24.04,58.15
5,34461A-LAN,2023-07-28_12:57:51,1.0000000100,24.04,58.04
6,HP3458A,2023-07-28_12:57:51,0.9999977498,24.04,58.04
7,34461A-LAN,2023-07-28_12:57:53,1.0000001400,24.04,57.98
8,HP3458A,2023-07-28_12:57:53,0.9999976209,24.04,57.98
9,34461A-LAN,2023-07-28_12:57:55,1.0000001600,24.02,57.97
10,HP3458A,2023-07-28_12:57:55,0.9999974232,24.02,57.97
11,34461A-LAN,2023-07-28_12:57:57,0.9999997070,24,57.92
12,HP3458A,2023-07-28_12:57:57,0.9999972285,24,57.92
13,HP3458A,2023-07-28_12:57:59,0.9999970747,24.02,57.89
14,34461A-LAN,2023-07-28_12:57:59,0.9999996870,24.02,57.89
15,HP3458A,2023-07-28_12:58:01,0.9999969385,24.01,57.82
16,34461A-LAN,2023-07-28_12:58:01,1.0000000200,24.01,57.82
17,34461A-LAN,2023-07-28_12:58:03,0.9999998460,24.02,57.81
18,HP3458A,2023-07-28_12:58:03,0.9999964392,24.02,57.81
19,34461A-LAN,2023-07-28_12:58:05,1.0000004000,23.98,57.77
20,HP3458A,2023-07-28_12:58:05,0.9999970674,23.98,57.77
